"No.","Ticker","Market Cap","Dividend Yield","Return on Assets","Return on Equity","Return on Investment","Current Ratio","Quick Ratio","LT Debt/Equity","Total Debt/Equity","Gross Margin","Operating Margin","Profit Margin","Earnings Date","Price","Change","Volume"
5912,"SBB",,0.56%,,,,,,,,,,,,28.78,0.66%,12340
5913,"SBBP",159.32,,-48.00%,-80.90%,-95.40%,3.40,3.30,0.14,0.15,87.00%,,,8/4/2020 8:30:00 AM,2.23,-20.36%,5768345
5914,"SBCF",1070.03,,1.10%,7.90%,19.20%,,,0.07,0.07,,71.70%,27.00%,7/23/2020 4:30:00 PM,18.95,-1.25%,146893
5915,"SBE",417.78,,,,,,,,,,,,,14.02,5.41%,6385264
5916,"SBFG",118.06,2.77%,1.00%,8.30%,21.40%,,,0.07,0.07,,78.20%,25.00%,7/27/2020 4:30:00 PM,14.16,-2.01%,9874
5917,"SBGI",1631.23,3.67%,2.10%,23.60%,4.00%,2.90,2.90,7.66,7.71,53.40%,19.20%,6.30%,8/5/2020 8:30:00 AM,22.01,1.10%,672111
5918,"SBH",1279.31,,4.10%,-248.40%,23.80%,1.90,1.00,,,48.40%,7.20%,3.20%,7/30/2020 8:30:00 AM,10.99,1.20%,745751
5919,"SBI",127.30,3.10%,,,,,,,,,,,,9.01,-0.33%,5657
5920,"SBIO",,0.05%,,,,,,,,,,,,42.11,0.36%,7311
5921,"SBLK",662.80,2.89%,-0.50%,-1.10%,2.20%,0.80,,0.88,1.03,41.30%,8.70%,-2.00%,8/5/2020 4:30:00 PM,6.97,0.79%,197046
5922,"SBM",,0.36%,,,,,,,,,,,,13.91,0.00%,0
5923,"SBNY",4818.07,2.46%,1.20%,12.40%,21.00%,,,0.10,0.10,,67.40%,30.70%,7/21/2020 8:30:00 AM,90.71,-0.33%,394735
5924,"SBOW",56.87,,-32.20%,-88.10%,14.60%,1.40,1.40,5.38,5.38,81.50%,,,8/4/2020 4:30:00 PM,4.87,5.41%,143415
5925,"SBPH",23.60,,-52.90%,-89.80%,,5.10,5.10,0.00,0.00,,,,,1.43,3.62%,23002
5926,"SBR",449.15,9.47%,527.10%,766.30%,786.40%,,,0.00,0.00,,93.20%,93.30%,,30.26,-0.56%,12087
5927,"SBRA",3286.29,7.59%,2.10%,3.80%,1.20%,,,0.73,0.73,83.00%,23.10%,21.00%,8/5/2020 4:30:00 PM,15.71,-0.70%,1367853
5928,"SBS",6280.40,2.82%,4.20%,9.30%,12.60%,0.90,0.90,0.61,0.77,43.30%,32.10%,10.70%,,9.03,1.80%,1013774
5929,"SBSI",869.13,4.75%,0.90%,7.80%,15.70%,,,0.19,0.19,,59.70%,26.10%,7/22/2020 8:30:00 AM,25.72,-1.46%,96061
5930,"SBSW",8688.30,,9.60%,30.60%,18.30%,2.00,1.00,0.57,0.60,21.80%,20.00%,9.30%,,12.28,-2.77%,6203653
5931,"SBT",154.34,1.32%,,16.40%,22.90%,,,0.00,0.00,,69.10%,32.50%,,3.04,0.00%,157635
5932,"SBUG",,,,,,,,,,,,,,37.91,-0.40%,2856
5933,"SBUX",102843.38,1.86%,5.20%,-18.40%,77.60%,0.90,0.70,,,22.30%,8.70%,5.60%,7/28/2020 4:30:00 PM,86.75,-1.84%,7143739
5934,"SC",5690.56,4.80%,0.60%,4.50%,2.10%,,,8.30,8.30,56.80%,5.00%,3.50%,7/29/2020 8:30:00 AM,18.51,1.04%,665984
5935,"SCC",,1.53%,,,,,,,,,,,,15.50,2.86%,193
5936,"SCCO",35279.50,3.40%,7.20%,17.20%,13.10%,4.30,3.20,0.96,0.96,48.60%,34.00%,16.20%,,47.19,0.30%,687751
5937,"SCD",194.94,11.44%,,,,,,,,,,,,10.83,-0.09%,45482
5938,"SCHA",,1.46%,,,,,,,,,,,,70.01,-0.74%,349755
5939,"SCHB",,1.92%,,,,,,,,,,,,80.07,-0.88%,522837
5940,"SCHC",,3.15%,,,,,,,,,,,,33.44,0.39%,158007
5941,"SCHD",,3.48%,,,,,,,,,,,,57.12,-0.24%,1565156
5942,"SCHE",,3.36%,,,,,,,,,,,,27.28,-0.37%,1102761
5943,"SCHF",,3.25%,,,,,,,,,,,,32.31,0.09%,2394661
5944,"SCHG",,0.71%,,,,,,,,,,,,112.31,-1.21%,575649
5945,"SCHH",,3.31%,,,,,,,,,,,,36.71,-1.98%,443798
5946,"SCHI",,,,,,,,,,,,,,53.03,-0.06%,11458
5947,"SCHJ",,,,,,,,,,,,,,51.57,-0.08%,17941
5948,"SCHK",,1.89%,,,,,,,,,,,,33.11,-0.87%,230645
5949,"SCHL",753.22,2.78%,-2.20%,-3.60%,-3.00%,2.10,1.50,0.19,0.20,49.50%,-6.00%,-2.90%,7/23/2020 4:30:00 PM,21.34,-1.07%,320567
5950,"SCHM",,1.67%,,,,,,,,,,,,56.52,-0.49%,362242
5951,"SCHN",548.08,3.72%,0.30%,0.50%,8.30%,4.00,3.00,0.64,0.64,12.00%,0.80%,0.20%,7/1/2020 8:30:00 AM,20.79,3.18%,269860
5952,"SCHO",,1.94%,,,,,,,,,,,,51.52,0.04%,719243
5953,"SCHP",,1.54%,,,,,,,,,,,,61.65,0.06%,1265670
5954,"SCHQ",,,,,,,,,,,,,,57.02,0.36%,29787
5955,"SCHR",,2.03%,,,,,,,,,,,,58.64,-0.03%,386646
5956,"SCHV",,3.53%,,,,,,,,,,,,53.69,-0.37%,883479
5957,"SCHW",45285.27,2.02%,0.90%,14.30%,1.50%,,,0.33,12.14,94.00%,38.80%,28.00%,7/16/2020 8:30:00 AM,35.80,0.20%,5911660
5958,"SCHX",,1.91%,,,,,,,,,,,,80.90,-0.85%,965972
5959,"SCHZ",,2.60%,,,,,,,,,,,,56.29,0.07%,683964
5960,"SCI",7363.40,1.84%,3.00%,22.80%,10.20%,0.60,0.60,2.04,2.09,23.90%,21.40%,12.50%,7/29/2020 4:30:00 PM,40.65,-1.81%,1129655
5961,"SCJ",,4.16%,,,,,,,,,,,,73.42,0.73%,1547
5962,"SCKT",8.13,,-3.70%,-5.40%,2.60%,1.50,0.70,0.06,0.13,52.50%,-3.30%,-4.30%,7/30/2020 4:30:00 PM,1.32,-0.75%,23169
5963,"SCL",2590.98,0.96%,7.20%,12.70%,9.40%,2.50,1.80,0.21,0.23,18.80%,7.80%,6.20%,7/22/2020 8:30:00 AM,113.95,-0.17%,81083
5964,"SCM",165.83,11.75%,,,,,,,,,,,7/31/2020 8:30:00 AM,8.57,0.76%,111457
5965,"SCO",,,,,,,,,,,,,,15.97,-3.09%,3969431
5966,"SCON",8.31,,-247.90%,-378.70%,-619.20%,4.70,4.60,0.00,0.00,,,,,2.49,3.32%,305382
5967,"SCOR",161.70,,-7.90%,-22.00%,-67.30%,0.80,0.80,0.84,0.00,50.60%,-8.50%,-15.10%,8/10/2020 4:30:00 PM,2.27,-2.16%,384517
5968,"SCPH",220.17,,-35.20%,-49.40%,,20.70,20.70,0.19,0.00,,,,,7.55,-0.66%,41320
5969,"SCPL",1865.92,,4.30%,30.50%,175.60%,6.10,6.10,0.00,0.00,68.30%,27.50%,3.40%,7/23/2020 4:30:00 PM,14.64,-0.34%,401900
5970,"SCS",1229.52,3.71%,5.60%,15.30%,14.50%,1.60,1.20,0.55,0.83,31.90%,5.20%,4.20%,9/22/2020 4:30:00 PM,12.05,11.68%,3019482
5971,"SCSC",462.32,,-9.40%,-22.60%,-8.10%,1.70,1.00,0.31,0.32,11.70%,-2.10%,-6.30%,8/31/2020 4:30:00 PM,19.16,3.37%,203359
5972,"SCU",657.89,10.43%,-2.50%,11.90%,-23.30%,,,,,95.90%,-21.60%,-5.50%,,12.20,1.75%,57135
5973,"SCVL",564.03,0.91%,1.70%,3.80%,14.20%,2.00,0.50,0.00,0.00,27.90%,1.50%,1.10%,9/1/2020 4:30:00 PM,37.83,-3.89%,251448
5974,"SCWX",1006.17,,-2.10%,-3.30%,-4.90%,1.20,1.20,0.00,0.00,55.70%,-6.50%,-3.90%,9/9/2020 8:30:00 AM,11.77,-2.40%,116155
5975,"SCX",23.20,,2.20%,5.10%,7.70%,4.20,1.90,0.34,0.38,32.80%,3.70%,1.90%,,3.21,0.38%,4849
5976,"SCYX",56.92,,-80.50%,-449.70%,-204.80%,5.50,5.50,2.90,0.00,,,,8/10/2020 8:30:00 AM,5.24,-0.76%,36167
5977,"SCZ",,3.31%,,,,,,,,,,,,60.23,0.60%,923150
5978,"SD",60.84,,-110.00%,-162.90%,-97.10%,0.60,0.60,0.00,0.34,53.80%,,,,1.83,7.02%,226821
5979,"SDC",4805.28,,-18.40%,-51.60%,-96.40%,3.30,3.20,1.22,1.32,70.10%,-96.80%,-25.10%,8/12/2020 4:30:00 PM,11.64,-0.94%,4990809
5980,"SDCI",,0.80%,,,,,,,,,,,,15.11,0.47%,33
5981,"SDD",,0.46%,,,,,,,,,,,,8.79,1.85%,8004
5982,"SDEM",,8.69%,,,,,,,,,,,,10.29,0.50%,6290
5983,"SDG",,1.25%,,,,,,,,,,,,81.43,-0.39%,18527
5984,"SDGA",,0.67%,,,,,,,,,,,,22.04,-0.88%,157
5985,"SDGR",3532.43,,-14.00%,-34.50%,41.10%,7.10,7.10,0.00,0.00,58.30%,-50.50%,-37.30%,8/10/2020 8:30:00 AM,51.68,-1.26%,1263913
5986,"SDIV",,12.00%,,,,,,,,,,,,11.17,0.00%,282749
5987,"SDOG",,4.47%,,,,,,,,,,,,39.32,-0.78%,113244
5988,"SDOW",,1.91%,,,,,,,,,,,,18.02,1.29%,9530968
5989,"SDP",,0.55%,,,,,,,,,,,,11.19,2.57%,729
5990,"SDPI",10.81,,-7.90%,-19.40%,-6.20%,1.00,0.70,0.48,1.11,55.10%,-8.70%,-8.00%,8/7/2020 8:30:00 AM,0.41,-0.98%,63168
5991,"SDS",,1.52%,,,,,,,,,,,,16.06,1.71%,16294023
5992,"SDVY",,1.95%,,,,,,,,,,,,19.01,0.23%,3062
5993,"SDY",,3.05%,,,,,,,,,,,,95.85,-0.16%,530243
5994,"SDYL",,7.55%,,,,,,,,,,,,72.97,-1.63%,296
5995,"SE",71974.77,,-22.10%,-111.30%,-38.20%,1.80,1.70,2.47,2.47,29.30%,-35.50%,-39.10%,8/18/2020 8:30:00 AM,149.15,1.06%,2960335
5996,"SEAC",39.79,,-15.00%,-22.30%,-17.90%,2.30,,0.03,0.06,65.70%,-23.50%,-19.70%,9/8/2020 4:30:00 PM,1.00,-1.96%,478253
5997,"SEAS",1741.66,,-4.70%,-77.40%,9.90%,1.30,1.20,220.51,222.21,37.70%,-1.10%,-12.10%,8/10/2020 8:30:00 AM,21.62,-1.05%,812756
5998,"SEB",3209.23,0.32%,0.60%,1.10%,2.20%,2.90,1.90,0.22,0.31,6.90%,2.30%,0.60%,,2855.00,1.42%,1190
5999,"SECO",172.34,,1.30%,3.70%,6.20%,3.10,1.20,0.53,0.61,15.90%,2.50%,1.10%,9/3/2020 8:30:00 AM,2.38,-2.46%,101021
6000,"SECT",,1.86%,,,,,,,,,,,,30.94,-0.80%,37685
6001,"SEDG",10279.67,,11.60%,20.80%,18.70%,2.60,2.00,0.00,0.02,33.00%,13.50%,10.90%,8/3/2020 4:30:00 PM,187.03,-7.30%,1015194
6002,"SEE",5984.87,1.65%,7.00%,-211.90%,11.90%,1.20,0.70,,,33.10%,14.80%,8.20%,8/6/2020 8:30:00 AM,39.22,1.02%,986593
6003,"SEED",40.49,,-20.50%,639.60%,-108.80%,0.30,0.20,,,-34.40%,,,,7.81,-2.01%,28035
6004,"SEEL",35.77,,-182.30%,-431.30%,,2.10,2.10,0.03,0.00,,,,,0.66,-1.06%,649059
6005,"SEF",,0.65%,,,,,,,,,,,,18.79,1.26%,19883
6006,"SEIC",7443.61,1.38%,22.70%,27.40%,18.90%,5.20,5.20,0.00,0.00,83.60%,27.00%,28.50%,7/22/2020 4:30:00 PM,50.08,-1.46%,700989
6007,"SELB",284.24,,-93.10%,,-192.10%,2.70,2.70,,,,,,8/6/2020 8:30:00 AM,2.64,0.76%,718996
6008,"SELF",37.96,6.40%,-0.20%,-0.30%,2.10%,,,0.58,0.58,60.30%,12.70%,-1.30%,,4.15,2.22%,54275
6009,"SEM",2740.71,,2.20%,19.50%,8.90%,1.10,1.10,3.41,3.43,14.30%,8.40%,3.00%,7/30/2020 4:30:00 PM,20.19,-0.39%,289759
6010,"SENEA",330.49,,7.60%,17.30%,8.50%,2.90,0.60,0.40,0.42,12.60%,7.20%,5.30%,,35.49,-3.14%,26490
6011,"SENS",94.89,,-111.90%,585.60%,-121.70%,2.60,2.30,,,,,,6/9/2020 4:30:00 PM,0.40,-0.20%,2678890
6012,"SERV",5308.45,,1.30%,2.90%,5.20%,2.20,2.10,0.72,0.77,41.20%,6.80%,3.30%,8/6/2020 8:30:00 AM,40.03,-0.79%,743515
6013,"SESN",126.58,,-29.10%,,,6.40,6.40,,,,,,,1.13,5.61%,1192475
6014,"SF",3618.54,1.28%,1.70%,12.80%,9.00%,,,0.54,0.60,98.60%,15.50%,11.30%,7/29/2020 8:30:00 AM,52.86,-0.36%,291070
6015,"SFBC",81.43,2.03%,0.90%,8.40%,32.70%,,,0.00,0.00,,75.00%,18.70%,,29.48,-0.44%,747
6016,"SFBS",1931.30,1.97%,1.60%,17.80%,25.10%,,,0.07,0.07,,73.80%,39.30%,7/20/2020 4:30:00 PM,35.04,-1.57%,138624
6017,"SFE",125.90,,-28.40%,-30.30%,,6.80,6.80,0.00,0.00,,,,8/11/2020 8:30:00 AM,5.69,-0.52%,67487
6018,"SFET",14.49,,,,,,,,,,,,,1.05,0.96%,199558
6019,"SFHY",,5.24%,,,,,,,,,,,,48.25,-0.09%,4045
6020,"SFIG",,2.33%,,,,,,,,,,,,51.90,-0.13%,1668
6021,"SFIX",3006.58,,-2.10%,-3.70%,7.50%,2.20,1.40,0.00,0.00,43.80%,-2.10%,-0.90%,9/22/2020 4:30:00 PM,28.29,0.11%,2300475
6022,"SFL",1070.12,11.10%,-0.80%,-2.90%,3.40%,1.00,,2.52,2.89,69.30%,11.00%,-6.80%,,8.89,-1.33%,438761
6023,"SFM",2368.96,,7.70%,33.90%,15.10%,1.10,0.60,0.62,0.62,35.30%,5.00%,3.60%,7/29/2020 4:30:00 PM,21.12,3.99%,2933366
6024,"SFNC",1751.96,4.22%,1.30%,9.60%,14.60%,,,0.14,0.14,,76.60%,33.30%,7/21/2020 8:30:00 AM,16.19,0.50%,529945
6025,"SFST",193.30,,0.90%,10.60%,23.70%,,,0.17,0.17,,57.40%,23.10%,,24.68,-0.92%,8127
6026,"SFTW",398.89,,-0.20%,-0.20%,,2.60,2.60,0.00,0.00,,,,,10.07,0.40%,154963
6027,"SFUN",99.92,,-2.80%,-8.60%,2.60%,1.00,1.00,0.61,1.25,90.70%,5.50%,-22.60%,8/14/2020 8:30:00 AM,10.91,-0.64%,3801
6028,"SFY",,1.45%,,,,,,,,,,,,12.27,-1.09%,33789
6029,"SFYF",,1.12%,,,,,,,,,,,,22.87,-1.47%,2436
6030,"SFYX",,1.38%,,,,,,,,,,,,10.05,-0.82%,6915
6031,"SG",1321.34,,-3.70%,-15.20%,-4.70%,,,0.45,0.45,,-13.20%,-14.10%,,11.50,0.35%,133350
6032,"SGA",135.00,,1.50%,2.00%,6.60%,4.30,4.30,0.05,0.00,17.40%,3.60%,3.60%,8/5/2020 8:30:00 AM,22.49,-0.04%,849
6033,"SGBX",14.45,,-65.90%,-82.00%,-152.40%,8.90,8.90,0.00,0.00,21.20%,,,8/13/2020 4:30:00 PM,1.88,3.30%,262615
6034,"SGC",348.52,1.83%,7.20%,15.70%,5.90%,2.30,1.50,0.40,0.49,34.50%,7.90%,5.60%,7/29/2020 8:30:00 AM,21.10,-3.26%,38376
6035,"SGDJ",,0.54%,,,,,,,,,,,,49.46,-0.97%,15627
6036,"SGDM",,0.19%,,,,,,,,,,,,36.17,-1.13%,23082
6037,"SGEN",29907.06,,-11.90%,-14.10%,-11.80%,4.70,4.40,0.00,0.00,90.10%,-32.90%,-25.20%,7/30/2020 4:30:00 PM,175.66,-0.54%,1042463
6038,"SGG",,,,,,,,,,,,,,39.58,2.07%,10523
6039,"SGH",653.83,,-0.40%,-1.10%,15.50%,1.90,1.30,0.73,0.73,19.20%,2.60%,-0.30%,7/7/2020 4:30:00 PM,26.89,-1.50%,159832
6040,"SGLB",13.03,,-245.40%,-348.10%,-798.00%,5.10,4.30,0.00,0.00,-3.70%,,,,2.23,1.83%,106412
6041,"SGMA",13.11,,1.10%,3.00%,2.10%,1.90,0.60,0.69,0.77,8.40%,1.90%,0.70%,,3.10,0.00%,23066
6042,"SGMO",1505.52,,-14.70%,-23.10%,-24.30%,7.20,7.20,0.00,0.00,,-98.70%,-91.20%,8/5/2020 4:30:00 PM,10.78,1.70%,966407
6043,"SGMS",2966.40,,-5.00%,16.50%,6.90%,1.80,1.60,,,59.50%,5.80%,-13.10%,7/23/2020 4:30:00 PM,30.85,-0.16%,2484422
6044,"SGOC",103.17,,-11.80%,-15.30%,-29.20%,2.20,2.20,0.05,0.05,25.40%,,,,0.98,-1.99%,192
6045,"SGOL",,,,,,,,,,,,,,18.73,-0.58%,1183467
6046,"SGOV",,,,,,,,,,,,,,100.01,0.00%,2986
6047,"SGRP",15.89,,2.60%,11.30%,22.60%,1.40,1.40,0.07,0.65,19.60%,3.80%,0.80%,,0.74,1.58%,10617
6048,"SGRY",1192.73,,-2.60%,-49.70%,7.80%,1.30,1.20,12.83,13.14,24.90%,11.00%,-7.40%,8/5/2020 8:30:00 AM,23.62,-0.55%,492278
6049,"SGU",410.69,5.52%,10.80%,32.90%,7.20%,0.80,0.60,0.37,0.42,31.40%,11.30%,6.30%,8/3/2020 4:30:00 PM,9.73,1.35%,28041
6050,"SH",,0.99%,,,,,,,,,,,,20.39,0.84%,10658106
6051,"SHAG",,2.60%,,,,,,,,,,,,51.63,0.00%,17410
6052,"SHAK",2852.80,,-0.90%,-2.70%,7.30%,2.10,2.10,0.01,0.01,29.90%,-3.00%,-1.60%,7/30/2020 4:30:00 PM,68.17,-4.42%,732617
6053,"SHBI",138.56,4.28%,1.00%,8.50%,22.70%,,,0.00,0.00,,82.70%,28.00%,7/23/2020 4:30:00 PM,11.30,0.80%,131959
6054,"SHE",,1.94%,,,,,,,,,,,,75.72,-1.57%,3414
6055,"SHEN",2482.56,0.60%,3.80%,14.50%,6.80%,2.10,2.00,1.32,1.38,59.70%,17.90%,11.00%,7/30/2020 8:30:00 AM,47.27,-1.52%,176247
6056,"SHG",11691.19,6.23%,0.60%,8.20%,6.00%,,,2.45,2.45,,63.40%,20.70%,,24.18,-0.25%,87616
6057,"SHI",4058.94,9.14%,6.50%,10.00%,2.80%,1.40,1.00,0.00,0.05,-2.70%,3.60%,4.10%,,18.94,1.88%,83724
6058,"SHIP",30.16,,-5.60%,-46.30%,5.30%,0.20,0.10,0.24,3.32,37.30%,9.70%,-21.30%,8/5/2020 8:30:00 AM,0.43,-0.79%,1553598
6059,"SHLL",1427.69,,-0.30%,-0.30%,,0.20,0.20,0.00,0.00,,,,,47.32,0.66%,1974737
6060,"SHLO",,,,,,,,,,,,,7/23/2020 4:30:00 PM,0.38,0.00%,0
6061,"SHLX",4037.45,18.46%,19.10%,15.50%,3.60%,5.40,5.40,4.14,0.00,92.50%,38.20%,81.90%,7/31/2020 8:30:00 AM,9.81,-1.60%,772974
6062,"SHM",,1.34%,,,,,,,,,,,,49.94,0.00%,114528
6063,"SHO",1879.39,,-5.70%,-9.60%,4.10%,2.40,,0.43,0.52,59.60%,-25.40%,-28.50%,8/4/2020 8:30:00 AM,8.40,-2.89%,2570633
6064,"SHOO",1780.62,,3.00%,4.50%,16.60%,2.70,2.20,0.00,0.06,38.60%,2.60%,2.50%,7/29/2020 8:30:00 AM,20.60,-2.09%,546825
6065,"SHOP",108611.59,,-1.80%,-2.00%,-5.60%,13.70,13.70,0.00,0.00,53.50%,-6.70%,-3.20%,7/29/2020 8:30:00 AM,870.79,-1.63%,3720719
6066,"SHSP",119.29,,-18.30%,-26.10%,-43.20%,2.50,2.50,0.07,0.19,68.60%,-32.90%,-27.60%,,10.55,0.38%,109330
6067,"SHV",,1.76%,,,,,,,,,,,,110.70,0.00%,1695349
6068,"SHW",64553.88,0.75%,8.50%,45.50%,11.80%,1.10,0.70,2.14,2.29,46.30%,12.00%,9.80%,7/28/2020 8:30:00 AM,712.36,-0.39%,406969
6069,"SHY",,1.73%,,,,,,,,,,,,86.48,-0.02%,2475780
6070,"SHYD",,3.33%,,,,,,,,,,,,24.30,-0.02%,28607
6071,"SHYF",716.52,0.50%,,,13.80%,2.00,1.40,0.33,0.34,19.20%,,,8/6/2020 8:30:00 AM,19.64,-1.90%,101893
6072,"SHYG",,5.61%,,,,,,,,,,,,44.22,-0.05%,789761
6073,"SHYL",,6.30%,,,,,,,,,,,,46.34,-0.01%,915
6074,"SI",288.58,,0.90%,8.30%,24.60%,,,0.06,0.06,,83.50%,25.30%,7/27/2020 8:30:00 AM,16.00,0.63%,147145
6075,"SIBN",689.31,,-32.30%,-51.30%,,13.20,12.80,0.36,0.36,88.40%,-61.50%,-68.30%,8/3/2020 4:30:00 PM,23.67,-2.51%,227150
6076,"SIC",150.12,,-0.30%,-0.90%,5.10%,2.30,1.00,1.07,1.09,24.80%,1.30%,-0.30%,8/6/2020 8:30:00 AM,6.61,1.54%,41233
6077,"SID",4158.03,2.26%,-1.80%,-14.10%,11.30%,1.30,0.80,7.85,9.02,28.60%,7.80%,-4.00%,,3.20,3.23%,1983881
6078,"SIEB",101.20,,0.80%,10.00%,8.90%,,,0.00,4.69,96.20%,9.40%,7.30%,,3.53,6.01%,54353
6079,"SIEN",192.25,,-50.70%,-165.50%,-81.80%,2.80,1.90,2.87,2.88,58.60%,,,8/10/2020 4:30:00 PM,3.68,-0.27%,427365
6080,"SIF",24.30,,6.00%,17.40%,-10.70%,1.20,0.80,0.11,0.54,13.50%,6.60%,5.70%,,3.99,-1.48%,35484
6081,"SIFY",191.48,,,,7.00%,,,,,38.90%,8.80%,2.90%,7/28/2020 8:30:00 AM,1.06,-0.93%,24597
6082,"SIG",950.87,,-2.50%,-15.40%,7.30%,2.60,1.10,1.46,1.46,33.40%,-4.10%,-3.20%,9/3/2020 8:30:00 AM,18.79,2.68%,1332823
6083,"SIGA",546.78,,3.90%,6.60%,0.30%,6.80,5.90,0.00,0.00,89.60%,30.70%,11.40%,8/6/2020 4:30:00 PM,7.10,1.28%,377077
6084,"SIGI",3285.76,1.72%,2.10%,8.60%,11.10%,,,0.24,0.35,,9.30%,6.70%,7/29/2020 4:30:00 PM,52.56,-1.96%,298986
6085,"SII",943.07,2.39%,,,,,,,,,,,8/7/2020 8:30:00 AM,37.82,-1.74%,81213
6086,"SIJ",,0.73%,,,,,,,,,,,,6.86,-0.19%,6100
6087,"SIL",,1.44%,,,,,,,,,,,,47.96,-1.17%,284044
6088,"SILC",242.47,,3.70%,4.40%,5.30%,3.50,2.30,0.00,0.00,33.90%,6.90%,7.50%,7/29/2020 8:30:00 AM,31.60,-3.95%,9894
6089,"SILJ",,1.46%,,,,,,,,,,,,15.62,-0.89%,644015
6090,"SILK",2314.15,,-24.80%,-43.00%,-24.00%,15.50,14.50,0.35,0.35,72.10%,-48.10%,-52.50%,8/5/2020 4:30:00 PM,68.35,-0.52%,409887
6091,"SILV",1406.77,,,,,,,,,,,,,10.41,0.00%,630533
6092,"SIM",1032.27,9.08%,0.10%,0.10%,-2.90%,2.80,1.70,0.00,0.00,14.90%,8.70%,0.20%,,6.68,2.69%,391
6093,"SIMO",1317.54,3.74%,11.90%,14.90%,10.60%,5.20,4.30,0.00,0.00,48.90%,18.40%,15.70%,7/29/2020 4:30:00 PM,38.04,1.63%,205180
6094,"SIMS",,1.47%,,,,,,,,,,,,32.36,-0.58%,1489
6095,"SINA",2643.67,,-0.30%,-0.80%,-2.60%,2.60,2.60,0.68,0.76,75.30%,-0.10%,-1.00%,,40.47,-0.04%,388669
6096,"SINO",6.18,,-43.40%,-43.60%,-33.60%,1.60,1.60,0.00,0.00,49.30%,,,,1.61,-1.83%,65166
6097,"SINT",42.17,,-101.40%,-145.40%,-126.80%,6.00,6.00,0.01,0.02,20.20%,,,,1.95,8.33%,3434836
6098,"SIRI",23865.25,0.93%,9.00%,-141.40%,18.40%,0.50,0.50,,,55.50%,21.50%,13.00%,7/30/2020 8:30:00 AM,5.31,-1.67%,32727625
6099,"SITC",1650.29,,1.10%,2.70%,4.00%,,,1.16,1.16,71.90%,22.00%,9.10%,7/28/2020 8:30:00 AM,8.10,-2.41%,1400820
6100,"SITE",5268.30,,6.20%,24.40%,11.80%,2.40,1.30,1.36,1.39,33.00%,5.90%,4.00%,7/29/2020 8:30:00 AM,115.19,-2.20%,179492
6101,"SITM",1136.03,,-7.50%,-16.10%,-4.70%,2.70,2.40,0.00,0.35,47.10%,-7.90%,-9.30%,8/5/2020 4:30:00 PM,71.33,8.06%,178924
6102,"SIVB",12910.44,,1.20%,13.90%,24.20%,,,0.12,0.12,,85.90%,39.40%,7/23/2020 4:30:00 PM,245.90,-1.51%,271482
6103,"SIVR",,,,,,,,,,,,,,26.20,-0.04%,795679
6104,"SIX",2159.50,,-1.80%,6.60%,21.70%,1.20,1.10,,,91.40%,13.90%,-5.30%,7/29/2020 8:30:00 AM,24.60,-1.93%,1396070
6105,"SIXA",,,,,,,,,,,,,,27.70,-0.19%,1370
6106,"SIXH",,,,,,,,,,,,,,26.03,0.11%,3589
6107,"SIXL",,,,,,,,,,,,,,26.86,-0.54%,1892
6108,"SIXS",,,,,,,,,,,,,,29.90,-0.21%,601
6109,"SIZE",,1.63%,,,,,,,,,,,,95.38,-0.63%,42691
6110,"SJ",135.94,,88.40%,189.30%,,1.80,1.80,0.00,0.00,25.00%,,51.40%,,5.95,0.85%,13783
6111,"SJB",,0.66%,,,,,,,,,,,,19.81,0.00%,26607
6112,"SJI",2073.46,5.80%,1.60%,6.90%,3.70%,0.50,0.40,1.54,1.88,42.20%,16.00%,6.80%,8/5/2020 4:30:00 PM,19.95,-1.92%,804476
6113,"SJM",12615.75,3.25%,5.10%,10.50%,7.10%,1.00,0.50,0.56,0.64,38.50%,16.60%,10.70%,8/25/2020 8:30:00 AM,109.97,-0.77%,805872
6114,"SJNK",,5.88%,,,,,,,,,,,,26.00,-0.04%,4442313
6115,"SJR",9632.95,4.64%,4.20%,11.20%,8.90%,0.90,0.80,0.96,1.02,43.10%,21.60%,12.30%,7/10/2020 4:30:00 PM,18.82,0.27%,442294
6116,"SJT",128.36,4.19%,79.70%,98.40%,147.10%,,,0.00,0.00,,75.60%,75.50%,,2.70,0.19%,59810
6117,"SJW",1749.15,2.10%,0.90%,2.90%,2.10%,0.60,0.60,1.47,1.66,85.60%,14.80%,5.20%,8/6/2020 4:30:00 PM,61.13,0.48%,80132
6118,"SKF",,0.74%,,,,,,,,,,,,11.07,1.93%,82011
6119,"SKM",16530.07,0.83%,2.20%,4.20%,2.40%,1.10,1.10,0.44,0.49,95.70%,6.30%,5.40%,,22.98,0.52%,128940
6120,"SKOR",,2.76%,,,,,,,,,,,,55.02,-0.01%,4397
6121,"SKT",613.08,,-1.60%,-10.10%,5.30%,,,6.27,6.27,65.00%,4.50%,-9.40%,8/5/2020 4:30:00 PM,6.49,-0.15%,2362928
6122,"SKX",5005.47,,2.80%,6.30%,17.60%,2.90,2.00,0.31,0.34,47.40%,4.80%,3.10%,7/23/2020 4:30:00 PM,31.85,-3.01%,1402901
6123,"SKY",1549.21,,6.90%,11.20%,10.20%,2.30,1.70,0.16,0.22,20.20%,5.90%,4.10%,7/29/2020 4:30:00 PM,24.66,-4.27%,222756
